201.234.117.0/24,PE,PE-LIM,Villa El Salvador,
209.45.20.0/24,PE,PE-LIM,Villa El Salvador,
8.243.108.48/28,PE,PE-LIM,Villa El Salvador,
8.243.113.16/29,PE,PE-LIM,Villa El Salvador,
45.166.72.192/27,PE,PE-LIM,Villa El Salvador,
2803:a850::/32,PE,PE-LIM,Villa El Salvador,
